file,vibration,vib_rms,vib_peak,vib_kurtosis
2003.11.15.08.38.46,0.1394978969,0.1394978969,0.4980000000,3.9481892979
2003.11.15.08.48.46,0.0992508056,0.0992508056,0.4960000000,3.8756388028
2003.11.15.08.58.46,0.1363687321,0.1363687321,0.5620000000,4.0920646638
2003.11.15.09.08.46,0.1430010218,0.1430010218,0.5790000000,4.2624339221
2003.11.15.09.18.46,0.1487557731,0.1487557731,0.5760000000,4.1232269775
2003.11.15.09.28.46,0.1356676692,0.1356676692,0.5250000000,3.6635483700
2003.11.15.09.38.46,0.1383460023,0.1383460023,0.5400000000,4.0280517940
2003.11.15.09.48.46,0.1380368055,0.1380368055,0.5660000000,3.8073345522
2003.11.15.09.58.46,0.1395269950,0.1395269950,0.5690000000,3.8620129833
2003.11.15.10.08.46,0.1371481338,0.1371481338,0.5200000000,3.9275388948
2003.11.15.10.18.46,0.1289791966,0.1289791966,0.4910000000,3.8047873510
2003.11.15.10.28.46,0.1402464366,0.1402464366,0.5180000000,3.9972353989
2003.11.15.10.38.46,0.1321486569,0.1321486569,0.5050000000,3.9488385107
2003.11.15.10.48.46,0.1648652981,0.1648652981,0.7230000000,4.1369383370
2003.11.15.10.58.46,0.1528114283,0.1528114283,0.5100000000,3.7908955680
2003.11.15.11.08.46,0.1328612223,0.1328612223,0.6320000000,4.2718409877
2003.11.15.11.18.46,0.1427076075,0.1427076075,0.5200000000,3.8097564027
2003.11.15.11.28.46,0.1393834514,0.1393834514,0.6590000000,4.3442022215
2003.11.15.11.38.46,0.1392743961,0.1392743961,0.6250000000,4.0384505962
2003.11.15.11.48.46,0.1358465134,0.1358465134,0.5620000000,4.1197703747
2003.11.15.11.58.46,0.1387908490,0.1387908490,0.5000000000,4.1101131397
2003.11.15.12.08.46,0.1489327241,0.1489327241,0.5830000000,4.2100785642
2003.11.15.12.18.46,0.1447946876,0.1447946876,0.6180000000,3.9605458737
2003.11.15.12.28.46,0.1383797105,0.1383797105,0.5570000000,3.9818859063
2003.11.15.12.38.46,0.1432089502,0.1432089502,0.5860000000,3.7923767568
2003.11.15.12.48.46,0.1378995580,0.1378995580,0.5270000000,3.9577217416
2003.11.15.12.58.46,0.1410450667,0.1410450667,0.5760000000,4.1479493502
2003.11.15.13.08.46,0.1384483695,0.1384483695,0.5100000000,3.8434339235
2003.11.15.13.18.46,0.1393498276,0.1393498276,0.5440000000,3.9395889464
2003.11.15.13.28.46,0.1338474244,0.1338474244,0.6270000000,3.9545042557
2003.11.15.13.38.46,0.1471285360,0.1471285360,0.4830000000,3.8358887279
2003.11.15.13.48.46,0.1411563754,0.1411563754,0.5300000000,3.8528169996
2003.11.15.13.58.46,0.1378114188,0.1378114188,0.5830000000,3.9131472679
2003.11.15.14.08.46,0.1359954934,0.1359954934,0.5250000000,4.0302471977
2003.11.15.14.18.46,0.1393427072,0.1393427072,0.4930000000,3.6979299302
2003.11.15.14.28.46,0.1396725359,0.1396725359,0.5640000000,4.1637636138
2003.11.15.14.38.46,0.1374014549,0.1374014549,0.5250000000,3.9679743972
2003.11.15.14.48.46,0.1168197388,0.1168197388,0.6150000000,4.2779540270
2003.11.15.14.58.46,0.1376769575,0.1376769575,0.5400000000,3.6955065205
2003.11.15.15.08.46,0.1445924853,0.1445924853,0.5270000000,3.9024605291
2003.11.15.15.18.46,0.1358275092,0.1358275092,0.5200000000,3.8711326984
2003.11.15.15.28.46,0.1403178094,0.1403178094,0.5300000000,3.8614163020
2003.11.15.15.38.46,0.1398495584,0.1398495584,0.5830000000,4.1311042414
2003.11.15.15.48.46,0.1343395747,0.1343395747,0.5370000000,3.8975187262
2003.11.15.15.58.46,0.1478436912,0.1478436912,0.6320000000,3.9143332882
2003.11.15.16.08.46,0.1357824513,0.1357824513,0.5470000000,4.1322683450
2003.11.15.16.18.46,0.1346245334,0.1346245334,0.5130000000,3.8572993960
2003.11.15.16.28.46,0.1434988538,0.1434988538,0.5250000000,3.8679352030
2003.11.15.16.38.46,0.1334381784,0.1334381784,0.5080000000,3.9661607312
2003.11.15.16.48.46,0.1389729619,0.1389729619,0.4810000000,3.7354008023
2003.11.15.16.58.46,0.1392459582,0.1392459582,0.5470000000,3.7712904959
2003.11.15.17.08.46,0.1383554864,0.1383554864,0.5490000000,3.9959126564
2003.11.15.17.18.46,0.1387661220,0.1387661220,0.5910000000,3.7450826694
2003.11.15.17.28.46,0.1401370298,0.1401370298,0.6080000000,4.0312391817
2003.11.15.17.38.46,0.1349808544,0.1349808544,0.5570000000,3.7957739567
2003.11.15.17.48.46,0.1384307372,0.1384307372,0.5830000000,3.8303121096
2003.11.15.17.58.46,0.1404459728,0.1404459728,0.5590000000,3.6357055507
2003.11.15.18.08.46,0.1382816275,0.1382816275,0.5270000000,3.9130750559
2003.11.15.18.18.46,0.1385874229,0.1385874229,0.5320000000,3.9588851869
2003.11.15.18.28.46,0.1399127023,0.1399127023,0.5370000000,3.9037392325
2003.11.15.18.38.46,0.1381092590,0.1381092590,0.5300000000,3.8343220636
2003.11.15.18.48.46,0.1388569274,0.1388569274,0.5520000000,3.6825583931
2003.11.15.18.58.46,0.1395105745,0.1395105745,0.4910000000,3.6396865219
2003.11.15.19.08.46,0.1379647051,0.1379647051,0.5640000000,3.7026583783
2003.11.15.19.18.46,0.1375454685,0.1375454685,0.5000000000,3.8196100827
2003.11.15.19.28.46,0.1387352742,0.1387352742,0.5030000000,3.6542329543
2003.11.15.19.38.46,0.1383185472,0.1383185472,0.6230000000,3.8081796483
2003.11.15.19.48.46,0.1384877288,0.1384877288,0.5880000000,3.8544416880
2003.11.15.19.58.46,0.1394045803,0.1394045803,0.6050000000,3.8482421006
2003.11.15.20.08.46,0.1381937732,0.1381937732,0.5320000000,3.8364967506
2003.11.15.20.18.46,0.1389759796,0.1389759796,0.5080000000,3.9460360898
2003.11.15.20.28.46,0.1394041803,0.1394041803,0.6910000000,3.8114484248
2003.11.15.20.38.46,0.1392684349,0.1392684349,0.5690000000,3.9461845225
2003.11.15.20.48.46,0.1394309466,0.1394309466,0.5830000000,4.0708808932
2003.11.15.20.58.46,0.1377839694,0.1377839694,0.5270000000,3.9579063272
2003.11.15.21.08.46,0.1389599638,0.1389599638,0.5350000000,3.7895313096
2003.11.15.21.18.46,0.1388180344,0.1388180344,0.5620000000,3.9002176713
2003.11.15.21.28.46,0.1388132278,0.1388132278,0.6370000000,4.0732386049
2003.11.15.21.38.46,0.1379899932,0.1379899932,0.5370000000,3.9523869743
2003.11.15.21.48.46,0.1384926312,0.1384926312,0.5690000000,4.2736810576
2003.11.15.21.58.46,0.1392340678,0.1392340678,0.5080000000,3.8078615944
2003.11.15.22.08.46,0.1378324289,0.1378324289,0.5540000000,3.9873166260
2003.11.15.22.18.46,0.1383120762,0.1383120762,0.5350000000,3.5870886750
2003.11.15.22.28.46,0.1381789940,0.1381789940,0.6100000000,4.0029549233
2003.11.15.22.38.46,0.1380987196,0.1380987196,0.5470000000,4.0545685720
2003.11.15.22.48.46,0.1382193271,0.1382193271,0.5320000000,3.8675896815
2003.11.15.22.58.46,0.1387905587,0.1387905587,0.6030000000,3.8955023269
2003.11.15.23.08.46,0.1372698413,0.1372698413,0.4640000000,3.8714827542
2003.11.15.23.18.46,0.1378716800,0.1378716800,0.5300000000,3.9036296293
2003.11.15.23.28.46,0.1391935168,0.1391935168,0.5200000000,4.0828764541
2003.11.15.23.38.46,0.1379708957,0.1379708957,0.5880000000,3.9018699700
2003.11.15.23.48.46,0.1395044625,0.1395044625,0.4710000000,3.6888447284
2003.11.15.23.58.46,0.1405834176,0.1405834176,0.5490000000,3.8936771411
2003.11.16.00.08.46,0.1381178339,0.1381178339,0.5370000000,3.7419222326
2003.11.16.00.18.46,0.1381518213,0.1381518213,0.5860000000,4.0732832963
2003.11.16.00.28.46,0.1400426846,0.1400426846,0.5030000000,3.7742031224
2003.11.16.00.38.46,0.1363079883,0.1363079883,0.4910000000,3.8345076164
2003.11.16.00.48.46,0.1393306060,0.1393306060,0.5250000000,3.8529444659
2003.11.16.00.58.46,0.1422694340,0.1422694340,0.6230000000,4.0886933835
2003.11.16.01.08.46,0.1320815082,0.1320815082,0.4830000000,3.8210586426
2003.11.16.01.18.46,0.1327934766,0.1327934766,0.5250000000,3.7619981473
2003.11.16.01.28.46,0.1370053099,0.1370053099,0.5000000000,3.8148630987
2003.11.16.01.38.46,0.1306499060,0.1306499060,0.5180000000,3.7529325362
2003.11.16.01.48.46,0.1265968333,0.1265968333,0.5320000000,4.1595221216
2003.11.16.01.58.46,0.1393829519,0.1393829519,0.5690000000,4.0765952855
2003.11.16.02.08.46,0.1367549011,0.1367549011,0.5440000000,3.8774065155
2003.11.16.02.18.46,0.1261041273,0.1261041273,0.4610000000,3.8116220433
2003.11.16.02.28.46,0.1387890779,0.1387890779,0.5350000000,3.9586241297
2003.11.16.02.38.46,0.1344846969,0.1344846969,0.5220000000,3.9850886360
2003.11.16.02.48.46,0.1373788250,0.1373788250,0.5520000000,3.9404648948
2003.11.16.02.58.46,0.1392693374,0.1392693374,0.5710000000,3.9302763843
2003.11.16.03.08.46,0.1412725378,0.1412725378,0.4740000000,3.7867496119
2003.11.16.03.18.46,0.1377213199,0.1377213199,0.7230000000,3.9436924367
2003.11.16.03.28.46,0.1356035409,0.1356035409,0.5690000000,3.8478058840
2003.11.16.03.38.46,0.1405232722,0.1405232722,0.6050000000,4.2357165416
2003.11.16.03.48.46,0.1418278510,0.1418278510,0.5180000000,4.0391545323
2003.11.16.03.58.46,0.1396867067,0.1396867067,0.5790000000,3.8681955755
2003.11.16.04.08.46,0.1392943107,0.1392943107,0.5350000000,3.9531415450
2003.11.16.04.18.46,0.1356991445,0.1356991445,0.5150000000,3.7787513843
2003.11.16.04.28.46,0.1488791723,0.1488791723,0.5470000000,3.8099432164
2003.11.16.04.38.46,0.1368591042,0.1368591042,0.5150000000,3.8052893294
2003.11.16.04.48.46,0.1392892786,0.1392892786,0.7980000000,4.3888570728
2003.11.16.04.58.46,0.1440892940,0.1440892940,0.4910000000,3.6134335481
2003.11.16.05.08.46,0.1376390103,0.1376390103,0.5300000000,3.6992402338
2003.11.16.05.18.46,0.1458135778,0.1458135778,0.6300000000,3.8247865712
2003.11.16.05.28.46,0.1575391878,0.1575391878,0.5620000000,4.0093870970
2003.11.16.05.38.46,0.1409740695,0.1409740695,0.5710000000,3.9556328487
2003.11.16.05.48.46,0.1364525355,0.1364525355,0.5570000000,3.9847805370
2003.11.16.05.58.46,0.1380244676,0.1380244676,0.5570000000,4.1853068679
2003.11.16.06.08.46,0.1397455469,0.1397455469,0.4960000000,3.9093298733
2003.11.16.06.18.46,0.1398001475,0.1398001475,0.5640000000,3.9308774932
2003.11.16.06.28.46,0.1406705985,0.1406705985,0.5420000000,3.8717270233
2003.11.16.06.38.46,0.1382245505,0.1382245505,0.5740000000,4.0767599265
2003.11.16.06.48.46,0.1388612279,0.1388612279,0.6130000000,4.0799117911
2003.11.16.06.58.46,0.1390717715,0.1390717715,0.5030000000,3.6201198441
2003.11.16.07.08.46,0.1372040724,0.1372040724,0.6100000000,4.3495570730
2003.11.16.07.18.46,0.1388958659,0.1388958659,0.5220000000,3.8928992206
2003.11.16.07.28.46,0.1392352977,0.1392352977,0.5810000000,3.7994945212
2003.11.16.07.38.46,0.1382238601,0.1382238601,0.5180000000,4.1225493117
2003.11.16.07.48.46,0.1389754262,0.1389754262,0.4710000000,3.8987315486
2003.11.16.07.58.46,0.1384831212,0.1384831212,0.6470000000,3.9259447272
2003.11.16.08.08.46,0.1392500289,0.1392500289,0.5150000000,3.9589324882
2003.11.16.08.18.46,0.1383057349,0.1383057349,0.4540000000,3.6290573185
2003.11.16.08.28.46,0.1381578869,0.1381578869,0.4760000000,3.9245676423
2003.11.16.08.38.46,0.1385979516,0.1385979516,0.5660000000,3.7598754240
2003.11.16.08.48.46,0.1382911338,0.1382911338,0.5420000000,3.9896826027
2003.11.16.08.58.46,0.1385431085,0.1385431085,0.5180000000,3.8421444279
2003.11.16.09.08.46,0.1383820305,0.1383820305,0.5420000000,4.0001739678
2003.11.16.09.18.46,0.1372095316,0.1372095316,0.5270000000,3.9421761274
2003.11.16.09.28.46,0.1396242254,0.1396242254,0.5320000000,4.2417742954
2003.11.16.09.38.46,0.1372568628,0.1372568628,0.6880000000,4.3742392959
2003.11.16.09.48.46,0.1378648207,0.1378648207,0.5470000000,4.1678222335
2003.11.16.09.58.46,0.1399028672,0.1399028672,0.5130000000,3.7698403981
2003.11.16.10.08.46,0.1376601817,0.1376601817,0.5350000000,3.9901159232
2003.11.16.10.18.46,0.1381701738,0.1381701738,0.5660000000,4.1085923314
2003.11.16.10.28.46,0.1396277917,0.1396277917,0.6050000000,3.8206285501
2003.11.16.10.38.46,0.1375692402,0.1375692402,0.5100000000,3.8764969076
2003.11.16.10.48.46,0.1396767877,0.1396767877,0.5250000000,3.7290200695
2003.11.16.10.58.46,0.1403513306,0.1403513306,0.5710000000,4.1220526628
2003.11.16.11.08.46,0.1387840231,0.1387840231,0.5370000000,3.8677725786
2003.11.16.11.18.46,0.1375887354,0.1375887354,0.5710000000,4.0739307371
2003.11.16.11.28.46,0.1397637577,0.1397637577,0.5690000000,4.0068252451
2003.11.16.11.38.46,0.1377422764,0.1377422764,0.5180000000,3.8420952189
2003.11.16.11.48.46,0.1376759552,0.1376759552,0.5740000000,4.0875869551
2003.11.16.11.58.46,0.1382038963,0.1382038963,0.5370000000,3.8600184475
2003.11.16.12.08.46,0.1378128329,0.1378128329,0.5180000000,3.7074845627
2003.11.16.12.18.46,0.1384658586,0.1384658586,0.6180000000,4.1420271729
2003.11.16.12.28.46,0.1398682906,0.1398682906,0.5370000000,3.8355307264
2003.11.16.12.38.46,0.1387684183,0.1387684183,0.6350000000,4.3184877689
2003.11.16.12.48.46,0.1380350653,0.1380350653,0.5570000000,3.8127095934
2003.11.16.12.58.46,0.1388271729,0.1388271729,0.5640000000,3.9934614157
2003.11.16.13.08.46,0.1388111331,0.1388111331,0.6470000000,3.9342364759
2003.11.16.13.18.46,0.1370583197,0.1370583197,0.6150000000,4.1301362612
2003.11.16.13.28.46,0.1379606674,0.1379606674,0.5050000000,3.8289063342
2003.11.16.13.38.46,0.1396028765,0.1396028765,0.5540000000,3.9282237892
2003.11.16.13.48.46,0.1490992126,0.1490992126,0.5180000000,3.6979392955
2003.11.16.13.58.46,0.1360590552,0.1360590552,0.6010000000,3.8409122470
2003.11.16.14.08.46,0.1363802594,0.1363802594,0.5690000000,4.0019905006
2003.11.16.14.18.46,0.1470593056,0.1470593056,0.5810000000,3.8089413543
2003.11.16.14.28.46,0.1425486517,0.1425486517,0.5150000000,3.8135970512
2003.11.16.14.38.46,0.1246283095,0.1246283095,0.4690000000,3.8606258483
2003.11.16.14.48.46,0.1259009797,0.1259009797,0.5180000000,3.8590225388
2003.11.16.14.58.46,0.1577718042,0.1577718042,0.4980000000,3.7159128902
2003.11.16.15.08.46,0.1491593910,0.1491593910,0.6670000000,3.9849209763
2003.11.16.15.18.46,0.1338507490,0.1338507490,0.6180000000,3.9685295556
2003.11.16.15.28.46,0.1386727400,0.1386727400,0.5490000000,3.9366799681
2003.11.16.15.38.46,0.1381372175,0.1381372175,0.5740000000,3.7945154726
2003.11.16.15.48.46,0.1386685068,0.1386685068,0.5710000000,3.9051871929
2003.11.16.15.58.46,0.1401199443,0.1401199443,0.5320000000,3.7125582840
2003.11.16.16.08.46,0.1379313228,0.1379313228,0.6910000000,3.8895852949
2003.11.16.16.18.46,0.1399376436,0.1399376436,0.6130000000,3.7705621938
2003.11.16.16.28.46,0.1388192101,0.1388192101,0.5960000000,3.9007805452
2003.11.16.16.38.46,0.1395826352,0.1395826352,0.5570000000,3.9571090519
2003.11.16.16.48.46,0.1379601209,0.1379601209,0.5520000000,4.0488309000
2003.11.16.16.58.46,0.1427578525,0.1427578525,0.5570000000,3.7820034358
2003.11.16.17.08.46,0.1370828703,0.1370828703,0.5220000000,3.9440929967
2003.11.16.17.18.46,0.1261876379,0.1261876379,0.4740000000,3.4819628514
2003.11.16.17.28.46,0.1239649428,0.1239649428,0.4810000000,3.7254717333
2003.11.16.17.38.46,0.1756602053,0.1756602053,0.5790000000,3.7780796423
2003.11.16.17.48.46,0.1302226957,0.1302226957,0.5180000000,3.6643737953
2003.11.16.17.58.46,0.1387203952,0.1387203952,0.5490000000,4.0792381088
2003.11.16.18.08.46,0.1382102952,0.1382102952,0.5440000000,3.7690752691
2003.11.16.18.18.46,0.1383796098,0.1383796098,0.5180000000,3.9299924620
2003.11.16.18.28.46,0.1401350841,0.1401350841,0.5830000000,4.2555864776
2003.11.16.18.38.46,0.1384227814,0.1384227814,0.4860000000,3.8137708582
2003.11.16.18.48.46,0.1373065173,0.1373065173,0.5300000000,3.6916432683
2003.11.16.18.58.46,0.1369251592,0.1369251592,0.5740000000,4.2657926978
2003.11.16.19.08.46,0.1322385872,0.1322385872,0.5050000000,3.8833587568
2003.11.16.19.18.46,0.1414466222,0.1414466222,0.6760000000,4.4061025928
2003.11.16.19.28.46,0.1384179252,0.1384179252,0.4830000000,4.0052982402
2003.11.16.19.38.46,0.1500697063,0.1500697063,0.5400000000,4.1452453744
2003.11.16.19.48.46,0.1378108879,0.1378108879,0.5930000000,4.0108529399
2003.11.16.19.58.46,0.1390390126,0.1390390126,0.5200000000,4.0760493344
2003.11.16.20.08.46,0.1489408415,0.1489408415,0.5640000000,3.6939425222
2003.11.16.20.18.46,0.1365898596,0.1365898596,0.4830000000,3.7101640997
2003.11.16.20.28.46,0.1439611398,0.1439611398,0.5080000000,3.7034571339
2003.11.17.10.18.56,0.1424139543,0.1424139543,0.5810000000,4.2002437774
2003.11.17.10.22.30,0.1401944752,0.1401944752,0.5590000000,3.8632952099
2003.11.17.10.32.30,0.1486392003,0.1486392003,0.5760000000,4.0213233932
2003.11.17.10.42.30,0.1400173476,0.1400173476,0.5980000000,3.8554304345
2003.11.17.10.52.30,0.1444969981,0.1444969981,0.5910000000,4.0145750745
2003.11.17.11.02.30,0.1408790223,0.1408790223,0.5050000000,3.8372808312
2003.11.17.11.12.30,0.1427912665,0.1427912665,0.4860000000,3.8204990613
2003.11.17.11.22.30,0.1393910949,0.1393910949,0.6050000000,4.1736052499
2003.11.17.11.32.30,0.1361873632,0.1361873632,0.5420000000,3.8255088863
2003.11.17.11.42.30,0.1395620826,0.1395620826,0.5760000000,3.8724826959
2003.11.17.11.52.30,0.1419735710,0.1419735710,0.6010000000,4.0713822296
2003.11.17.12.02.30,0.1139857659,0.1139857659,0.5220000000,3.9758218429
2003.11.17.12.12.30,0.1380464260,0.1380464260,0.6400000000,3.8165766307
2003.11.17.12.22.30,0.1082882880,0.1082882880,0.5880000000,3.8334833775
2003.11.17.12.32.30,0.1393436500,0.1393436500,0.5760000000,3.8999531409
2003.11.17.12.42.30,0.1411603634,0.1411603634,0.6620000000,4.0196417714
2003.11.17.12.52.30,0.1391824018,0.1391824018,0.5270000000,3.7941766210
2003.11.17.13.02.30,0.1399746929,0.1399746929,0.5300000000,3.8624619087
2003.11.17.13.12.30,0.1416658050,0.1416658050,0.5400000000,4.0370470763
2003.11.17.13.22.30,0.1393034591,0.1393034591,0.5200000000,3.7635263245
2003.11.17.13.32.30,0.1399745469,0.1399745469,0.4880000000,3.8163887763
2003.11.17.13.42.30,0.1368150630,0.1368150630,0.5880000000,3.9292518893
2003.11.17.13.52.30,0.1406543973,0.1406543973,0.6420000000,3.9670245440
2003.11.17.14.02.30,0.1391401520,0.1391401520,0.5220000000,3.8719731730
2003.11.17.14.12.30,0.1446152896,0.1446152896,0.5980000000,4.1119533318
2003.11.17.14.22.30,0.1359192675,0.1359192675,0.5790000000,4.1929915241
2003.11.17.14.32.30,0.1460382262,0.1460382262,0.5080000000,3.8052102397
2003.11.17.14.42.30,0.1446560107,0.1446560107,0.6710000000,4.0317022267
2003.11.17.14.52.30,0.1405112050,0.1405112050,0.5490000000,3.9589404664
2003.11.17.15.02.30,0.1409060468,0.1409060468,0.5910000000,4.1259757348
2003.11.17.15.12.30,0.1415231708,0.1415231708,0.5300000000,3.9963581260
2003.11.17.15.22.30,0.1392207625,0.1392207625,0.5880000000,4.0374399948
2003.11.17.15.32.30,0.1407594205,0.1407594205,0.6030000000,3.8868328745
2003.11.17.15.42.30,0.1398301730,0.1398301730,0.5570000000,3.8008704920
2003.11.17.15.52.30,0.1418334309,0.1418334309,0.5790000000,4.2750406696
2003.11.17.16.02.30,0.1394217628,0.1394217628,0.7470000000,4.1540361599
2003.11.17.16.12.30,0.1410259200,0.1410259200,0.5400000000,4.0544145301
2003.11.17.16.22.30,0.1646615738,0.1646615738,0.9200000000,4.3092041991
2003.11.17.16.32.30,0.1514113230,0.1514113230,0.5490000000,3.7890055915
2003.11.17.16.42.30,0.1355307698,0.1355307698,0.7670000000,4.1988008263
2003.11.17.16.52.30,0.1430321864,0.1430321864,0.5300000000,4.0437464816
2003.11.17.17.02.30,0.1427809976,0.1427809976,0.6570000000,4.4455368483
2003.11.17.17.12.30,0.1352218273,0.1352218273,0.6910000000,4.2957988927
2003.11.17.17.22.30,0.1394960071,0.1394960071,0.6300000000,4.2789111754
2003.11.17.17.32.30,0.1510849353,0.1510849353,0.6130000000,3.8763443873
2003.11.17.17.42.30,0.1419385539,0.1419385539,0.5300000000,3.8149395908
2003.11.17.17.52.30,0.1461461134,0.1461461134,0.6080000000,4.0440420661
2003.11.17.18.02.30,0.1306093344,0.1306093344,0.5590000000,4.1824416951
2003.11.17.18.12.30,0.1448388121,0.1448388121,0.5660000000,4.1783760487
2003.11.17.18.22.30,0.1423294437,0.1423294437,0.8670000000,4.4775137830
2003.11.17.18.32.30,0.1404909415,0.1404909415,0.7280000000,4.2361203351
2003.11.17.18.42.30,0.1431082340,0.1431082340,0.6740000000,4.0262740260
2003.11.17.18.52.30,0.1404267078,0.1404267078,0.8890000000,4.2352862676
2003.11.17.19.02.30,0.1415440637,0.1415440637,0.6540000000,4.2342908082
2003.11.17.19.12.30,0.1438491063,0.1438491063,0.7130000000,4.2571881992
2003.11.17.19.22.30,0.1388499002,0.1388499002,0.8250000000,4.1466911128
2003.11.17.19.32.30,0.1693298687,0.1693298687,0.5860000000,4.3049702223
2003.11.17.19.42.30,0.1340509514,0.1340509514,0.5270000000,4.0469017726
2003.11.17.19.52.30,0.1535847805,0.1535847805,0.7520000000,4.4821005832
2003.11.17.20.02.30,0.1409523520,0.1409523520,0.5180000000,4.0854017282
2003.11.17.20.12.30,0.1438119994,0.1438119994,0.7640000000,4.0587466076
2003.11.17.20.22.30,0.1435600142,0.1435600142,0.9080000000,4.4481746252
2003.11.17.20.32.30,0.1421105293,0.1421105293,0.6270000000,3.7318336947
2003.11.17.20.42.30,0.1415687031,0.1415687031,0.5710000000,3.9024908975
2003.11.17.20.52.30,0.1425645583,0.1425645583,0.6130000000,3.9992871750
2003.11.17.21.02.30,0.1535636782,0.1535636782,0.5490000000,3.9539257481
2003.11.17.21.12.30,0.1427239609,0.1427239609,0.5350000000,3.8624716669
2003.11.17.21.22.30,0.1411787312,0.1411787312,0.6490000000,4.2842433201
2003.11.17.21.32.30,0.1405229871,0.1405229871,0.6930000000,4.2781877437
2003.11.17.21.42.30,0.1382479718,0.1382479718,0.5300000000,4.2307603076
2003.11.17.21.52.30,0.1382842653,0.1382842653,0.5880000000,4.1064803470
2003.11.17.22.02.30,0.1391447117,0.1391447117,0.5810000000,3.8141637880
2003.11.17.22.12.30,0.1421436785,0.1421436785,0.6490000000,3.8245266154
2003.11.17.22.22.30,0.1423682128,0.1423682128,0.6490000000,4.0144563096
2003.11.17.22.32.30,0.1401602489,0.1401602489,0.5570000000,3.9038794705
2003.11.17.22.42.30,0.1396390522,0.1396390522,0.5640000000,4.0452407807
2003.11.17.22.52.30,0.1344687157,0.1344687157,0.5880000000,4.1788171407
2003.11.17.23.02.30,0.1875319763,0.1875319763,0.5640000000,3.7971983509
2003.11.17.23.12.30,0.1430384197,0.1430384197,0.5590000000,3.8466032217
2003.11.17.23.22.30,0.1417191154,0.1417191154,0.5880000000,3.8807072531
2003.11.17.23.32.30,0.1399178887,0.1399178887,0.5570000000,4.0984804661
2003.11.17.23.42.30,0.1421014242,0.1421014242,0.6050000000,4.0021707566
2003.11.17.23.52.30,0.1441540998,0.1441540998,0.5660000000,4.1418993329
2003.11.18.00.02.30,0.1439265209,0.1439265209,0.5590000000,3.9145901369
2003.11.18.00.12.30,0.1405965433,0.1405965433,0.5860000000,3.8819629286
2003.11.18.00.22.30,0.1417678503,0.1417678503,0.5960000000,4.0958007340
2003.11.18.00.32.30,0.1411176406,0.1411176406,0.5050000000,3.8660941823
2003.11.18.00.42.30,0.1386595408,0.1386595408,0.5200000000,3.9902454264
2003.11.18.00.52.30,0.1399835134,0.1399835134,0.5490000000,3.8696632876
2003.11.18.01.02.30,0.2098841392,0.2098841392,0.7080000000,3.7659375751
2003.11.18.01.12.30,0.1327927658,0.1327927658,0.5880000000,4.0337986944
2003.11.18.01.22.30,0.1395810399,0.1395810399,0.5710000000,3.7523003257
2003.11.18.01.32.30,0.1439864014,0.1439864014,0.5880000000,3.8434378679
2003.11.18.01.42.30,0.1394195352,0.1394195352,0.6400000000,4.0404921140
2003.11.18.01.52.30,0.1405733353,0.1405733353,0.5220000000,3.9355398129
2003.11.18.02.02.30,0.1409324164,0.1409324164,0.5760000000,4.0912636977
2003.11.18.02.12.30,0.1441313369,0.1441313369,0.5690000000,4.0581726845
2003.11.18.02.22.30,0.1417467663,0.1417467663,0.5660000000,3.8775811902
2003.11.18.02.32.30,0.1425855053,0.1425855053,0.5200000000,3.7609242877
2003.11.18.02.42.30,0.1422909450,0.1422909450,0.5760000000,4.0913567970
2003.11.18.02.52.30,0.1415729204,0.1415729204,0.5980000000,3.7476604922
2003.11.18.03.02.30,0.1413540688,0.1413540688,0.5640000000,3.8942861971
2003.11.18.03.12.30,0.1422800859,0.1422800859,0.5250000000,3.9337551102
2003.11.18.03.22.30,0.1415182027,0.1415182027,0.5620000000,3.8503463487
2003.11.18.03.32.30,0.1426334107,0.1426334107,0.5300000000,3.7071614221
2003.11.18.03.42.30,0.1470117943,0.1470117943,0.5540000000,3.8314513371
2003.11.18.03.52.30,0.1409222861,0.1409222861,0.5440000000,3.8597350921
2003.11.18.04.02.30,0.1421690828,0.1421690828,0.5470000000,4.0874855104
2003.11.18.04.12.30,0.1438182815,0.1438182815,0.5690000000,4.1290501415
2003.11.18.04.22.30,0.1411092509,0.1411092509,0.6150000000,3.9345650253
2003.11.18.04.32.30,0.1425580044,0.1425580044,0.5710000000,3.9407136165
2003.11.18.04.42.30,0.1364262231,0.1364262231,0.5760000000,4.0655046015
2003.11.18.04.52.30,0.1390397499,0.1390397499,0.5570000000,3.7619131279
2003.11.18.05.02.30,0.1414201568,0.1414201568,0.4910000000,3.7930548330
2003.11.18.05.12.30,0.1375780815,0.1375780815,0.5740000000,3.8269267160
2003.11.18.05.22.30,0.1402224497,0.1402224497,0.5590000000,4.1216203039
2003.11.18.05.32.30,0.1422260128,0.1422260128,0.5350000000,3.7491320847
2003.11.18.05.42.30,0.1132272925,0.1132272925,0.4960000000,3.9825447503
2003.11.18.05.52.30,0.1414307553,0.1414307553,0.5740000000,3.7969490836
2003.11.18.06.02.30,0.1421475861,0.1421475861,0.6270000000,3.8805847116
2003.11.18.06.12.30,0.1423765064,0.1423765064,0.6150000000,3.8235892814
2003.11.18.06.22.30,0.1422756238,0.1422756238,0.6450000000,4.1387466372
2003.11.18.06.32.30,0.1420498877,0.1420498877,0.5420000000,3.9236159020
2003.11.18.06.42.30,0.1413580695,0.1413580695,0.5570000000,3.9756101810
